58.63167704,0.717765255,9.387363137,20.22562389,12.19996373,9.265007746,26.52472508,95.13342159,79.50911764,49.24463402,55.63953071,30.89002202,56.12963706,85.48674438,63.58971565,24.32711038,20.62441379,30.45702483,19.83574984,46.44109909,43.80345837,2.664265668,29.66351718,68.36199402,89.46686475,59.50027297,55.27755203,65.87096534,23.32095383,70.19010953
58.38305651,61.1803361,22.0537369,46.95106795,22.11190812,57.90567549,57.99738739,5.668976666,65.70947315,12.66184296,53.21625123,96.6264616,93.29943938,13.03739274,42.5348122,31.651283,54.83869932,36.79919475,39.04013365,32.00524887,17.82148746,48.86737343,30.25569445,64.16125825,43.90105862,99.92148736,85.23946747,30.14701951,98.63908578,6.859676416
45.33498698,14.3546172,10.37409906,11.01972821,10.94094719,70.06382409,2.378916041,64.83838295,85.31935805,81.83204129,95.84891456,35.15825244,7.441645438,54.84432959,87.57817439,5.243921302,26.73866922,50.98490157,11.43521741,82.98033518,22.81939979,21.77865037,58.45562339,19.34618414,24.39220688,98.62801708,54.8982963,3.927476872,81.70410661,48.47446866
88.97309247,12.38059556,64.30576032,90.18370827,56.17082859,25.24827678,30.3953065,77.88910853,73.32127416,0.468538682,21.62626701,18.4869105,30.86069373,87.52194686,70.37324239,80.31491329,73.64476266,85.36447445,69.56980742,38.71913694,9.822186937,81.70377094,48.27108869,3.637078331,32.32784406,30.73803499,75.25609076,36.06516911,80.10556344,28.62225358
12.11223304,89.83702984,62.75344978,55.93631883,71.57287915,89.70331899,67.19102393,36.85080505,69.04408538,91.86282682,37.14941252,27.80657923,93.22502657,0.652002566,1.931514626,21.81425177,59.66589047,20.08303961,43.78144275,40.74524918,22.93587313,53.7507909,15.27059927,64.1642955,62.06725085,15.29897133,11.26275193,52.34141522,70.57995211,61.85184777
84.94632007,97.33374412,30.12667505,40.39098957,91.03986384,5.555168056,47.30079088,3.734177851,79.18854676,74.78482406,93.27561251,87.75625085,55.39634567,18.54955284,4.731622628,41.26704461,26.88080093,78.18019221,0.328703845,61.05163506,58.43286363,74.15352921,27.80259657,80.94344947,18.93417524,77.34618213,45.65656955,51.81294917,53.43945049,19.01445032
91.86129912,69.05040725,12.39530552,16.88739848,75.36958249,32.08796653,48.21643265,50.12621758,34.09435863,88.84469415,83.7437342,2.907000119,23.25558058,37.3941028,72.86144424,46.48199102,25.77919943,75.16220258,9.099958161,15.13610064,85.33504312,81.99370601,93.59468898,83.20807732,98.16054776,5.50687887,63.90551057,57.49267672,69.94026754,40.43944521
9.48732741,4.57904163,54.09258575,56.43797817,12.96153545,21.07707387,2.499529177,66.07718711,78.71914241,69.01237618,67.62126744,38.1313988,11.07025537,56.92897899,68.41632949,86.87404499,82.55625948,71.05932583,91.64781314,32.24558226,16.61202194,20.59079244,54.06608262,8.149909394,17.08983747,80.745014,32.93136582,46.31635996,30.38618369,68.26236243
19.1270623,85.84152282,50.98891893,24.16586994,81.89645839,66.20952177,76.27497652,99.05003598,89.59061092,48.85408132,60.4742504,21.84978358,90.85283529,26.97261236,16.6802338,95.79607106,28.2119994,93.60073174,26.32989064,57.48369567,94.91059731,10.35231106,26.47292863,45.69804431,58.96676766,6.836164495,61.78991591,86.06705786,7.446272366,16.94975738
46.92188219,82.33214538,49.30673082,24.658404,4.113020944,45.33146804,49.85412525,18.08937684,27.84394705,55.39288317,43.53614548,93.47956809,51.6234857,30.9848335,76.62104277,47.52759536,19.55390708,6.307842999,13.39476319,33.64519844,85.54395854,37.93568951,87.49351251,90.14358216,91.8179466,68.60383407,93.91376274,4.90007851,99.35400391,20.52593721
54.49447396,43.76832833,5.236271789,72.65557497,72.35613721,63.76508992,79.47603447,21.56005295,3.581992808,60.30861075,49.40147709,86.12250771,94.8999586,36.91434979,54.37280857,40.14606385,72.69439992,34.28725813,65.53397528,55.43493477,5.320444132,68.1739909,31.56665409,2.165960912,80.32530264,27.81316388,83.84149058,64.20953392,21.51165968,22.99952554
78.00450652,46.40286059,66.49594613,55.90864947,60.83289627,45.69618814,93.129668,52.98305231,19.64734758,56.98758263,80.27242189,89.04572701,3.22279667,40.72244537,84.52228308,22.57549369,90.07470446,13.71775762,86.03418854,97.36785627,7.555999152,84.31948639,2.778192508,62.31798451,12.09591225,1.58972926,17.39746027,46.04899144,75.76816881,0.243383254
63.92300575,88.08769593,41.32540344,83.9223556,28.92238138,7.541012334,72.03908014,84.30144225,44.09254049,49.80363673,50.21700895,13.22779637,73.70371715,61.35319954,44.79216781,72.49510225,63.76166093,40.9347315,10.52142042,10.10845765,71.69879278,29.57907748,29.41155838,67.68099124,85.15873566,3.799824712,9.965945257,45.74630896,48.36744654,2.840232094
61.07012955,79.03120226,40.71399128,46.5105942,30.23250613,93.14459688,96.4657564,73.23009562,33.68294262,69.01059514,49.09038391,8.064330808,67.69906276,33.67117448,16.88509225,51.70674386,65.34620928,27.23886169,42.88162742,9.94844861,56.31600782,98.75506809,52.50554346,91.34515553,47.1814003,45.71446943,49.81586032,70.04510975,36.33502495,6.758976291
58.58688484,15.36402122,47.16763423,4.705457564,12.40461634,92.66921048,29.22651305,63.68779859,49.14101472,75.12878507,71.75797432,13.10488111,14.77690098,7.603300051,51.62051493,14.99440856,0.066918067,21.78650227,18.52199957,59.50423005,90.15052967,74.06746782,11.784567,15.28881774,45.8740955,60.44543498,94.39211521,95.26018704,44.22673024,14.41622487
14.52769877,2.906494484,42.50708865,11.34973689,61.74808873,72.23027907,56.41456801,14.63664363,69.98652282,22.66681429,33.57556224,56.10998612,79.76447156,24.51400787,14.60140474,34.83964264,99.29962483,22.99840585,54.6932706,78.19077507,29.28597782,41.76967047,38.41122844,80.95555695,99.85857296,37.18744028,8.245362713,0.034933619,20.56541023,24.95731598
13.4198365,25.7372608,43.84414182,16.95258574,95.93047482,37.6361189,56.85146854,14.9607144,53.85152413,47.13289269,50.24212697,27.84967103,40.48814065,72.06349035,22.59628616,21.51505291,32.54574807,96.09396839,93.87501113,23.5049901,47.84038902,22.62833809,43.15192312,43.31162135,89.73486776,32.60614651,51.26450803,97.92328554,4.187560131,23.06203664
45.77393746,63.55339831,43.21159584,81.47265561,38.62604559,29.91641685,13.76473897,53.91376578,1.385607281,0.843036207,38.2890009,83.6883358,85.75170101,34.64203762,14.4900367,76.27145079,47.20110874,10.9276261,39.89433617,96.90255699,43.19489023,96.66973838,96.3734194,90.56181787,55.73691144,98.86050148,63.88351966,98.71460228,60.99288843,15.15916423
65.75330952,30.67182242,11.52281447,70.37320457,33.52860898,37.94709149,28.05095097,36.15084219,15.27711061,13.26474577,60.70864648,83.24516627,28.28806746,77.39956802,51.95544747,17.82735419,12.34155052,62.84303515,39.7015804,47.96609931,21.24880814,23.2936093,6.960499469,43.38648051,21.34168929,73.86035254,81.00642611,39.22411423,96.2844186,73.02840122
